District,Season,Soil_Type,Soil_N_kg_ha,Soil_P_kg_ha,Soil_K_kg_ha,Soil_pH,Organic_Carbon_pct,Avg_Temperature_C,Rainfall_mm,Humidity_pct,Primary_Crop
Parvathipuram Manyam,Kharif,Coastal Sands,190.6,104.7,139.7,6.0,1.11,24.1,938.2,74.3,Turmeric
Konaseema,Zaid,Laterite,50.9,36.9,40.7,7.8,0.41,28.0,963.4,70.3,Pearl Millet
Chittoor,Zaid,Red,101.2,60.3,76.5,8.3,1.06,33.5,241.4,72.0,Black Gram
Konaseema,Rabi,Alluvial,150.5,84.6,112.5,8.2,0.42,22.1,328.9,49.0,Cotton
Tirupati,Rabi,Black,238.1,130.4,174.3,8.0,0.42,30.1,549.9,53.9,Cashew
Vizianagaram,Rabi,Laterite,151.0,84.2,111.7,5.6,0.58,21.9,965.0,80.1,Cotton
Krishna,Rabi,Black,248.6,135.1,181.0,5.7,0.73,28.7,213.9,86.3,Coconut
Guntur,Rabi,Laterite,219.8,120.9,160.5,7.6,0.58,27.3,1160.4,74.9,Papaya
NTR,Rabi,Laterite,190.0,104.7,138.5,7.0,0.49,27.2,870.3,46.4,Turmeric
NTR,Zaid,Alluvial,70.5,43.7,54.9,5.8,0.76,33.5,474.0,62.0,Bengal Gram
Chittoor,Rabi,Laterite,69.6,43.7,55.4,6.0,0.39,28.5,988.0,73.7,Bengal Gram
Krishna,Rabi,Alluvial,260.3,141.6,187.7,5.9,0.95,26.5,324.5,64.3,Vegetables
Prakasam,Zaid,Red,258.0,139.0,188.9,6.7,0.64,28.0,818.5,54.7,Vegetables
Anantapur,Kharif,Laterite,89.5,57.0,68.1,8.3,1.16,28.6,710.4,73.8,Papaya
Konaseema,Rabi,Coastal Sands,90.3,54.4,69.7,8.3,0.71,29.5,73.5,45.8,Green Gram
Tirupati,Zaid,Laterite,180.7,100.9,131.9,6.3,0.92,30.7,805.9,41.8,Chillies
Palnadu,Kharif,Laterite,120.0,68.7,87.7,8.2,0.79,20.1,491.7,68.2,Sesame
Kakinada,Rabi,Alluvial,150.9,84.1,112.6,6.0,0.88,21.5,637.8,81.0,Cotton
Chittoor,Rabi,Coastal Sands,189.4,102.6,140.7,6.3,0.79,25.4,672.5,81.6,Turmeric
Bapatla,Rabi,Alluvial,51.2,35.1,42.3,7.9,1.18,32.2,419.7,42.3,Pearl Millet
Annamayya,Zaid,Red,100.6,59.1,75.2,7.2,1.18,25.3,480.3,83.9,Black Gram
Palnadu,Kharif,Red,229.6,125.0,167.5,6.6,1.1,33.7,1048.0,84.0,Oil Palm
Kakinada,Zaid,Coastal Sands,30.8,25.1,26.0,7.8,0.93,27.0,682.8,89.6,Maize
Eluru,Rabi,Black,179.9,100.1,130.0,6.5,0.91,24.8,987.4,80.7,Chillies
Bapatla,Zaid,Red,91.1,56.2,69.0,6.3,0.63,27.3,337.0,51.9,Green Gram
Nellore,Rabi,Black,208.4,114.5,152.6,5.9,0.54,30.7,1036.2,41.4,Mango
East Godavari,Kharif,Coastal Sands,28.4,25.6,27.3,6.4,1.2,33.1,370.4,56.8,Maize
Prakasam,Rabi,Alluvial,221.9,121.9,161.5,6.4,1.15,20.1,914.5,86.4,Papaya
Nellore,Kharif,Laterite,91.2,55.3,69.2,7.8,0.61,28.8,1018.1,46.9,Green Gram
Nellore,Zaid,Laterite,20.8,18.9,20.4,7.9,0.76,25.4,773.1,65.7,Paddy
Nellore,Zaid,Alluvial,30.6,24.9,27.3,5.8,1.08,20.8,216.6,83.5,Maize
East Godavari,Rabi,Laterite,139.8,79.2,104.2,6.3,0.32,20.8,984.6,48.9,Pearl Millet
Prakasam,Zaid,Coastal Sands,249.1,134.7,179.3,6.7,0.57,20.5,213.1,68.3,Coconut
Prakasam,Rabi,Coastal Sands,261.6,138.6,188.5,5.7,0.66,29.8,786.5,84.6,Vegetables
Prakasam,Rabi,Laterite,58.7,39.6,48.4,5.8,0.89,22.4,367.0,74.3,Finger Millet
Konaseema,Kharif,Laterite,150.9,83.4,113.2,6.0,0.39,25.1,654.3,75.6,Cotton
Palnadu,Rabi,Laterite,50.2,35.5,41.5,5.5,0.93,23.8,242.6,69.3,Vegetables
West Godavari,Kharif,Laterite,251.2,134.9,180.6,6.1,0.57,32.3,712.8,84.1,Coconut
Krishna,Zaid,Alluvial,208.4,116.9,152.9,8.0,0.66,27.0,115.7,48.7,Mango
Konaseema,Kharif,Red,140.1,81.3,103.4,7.9,0.72,21.9,214.8,48.7,Castor
West Godavari,Zaid,Alluvial,99.9,61.4,75.7,8.4,1.11,32.6,520.9,53.0,Black Gram
Annamayya,Rabi,Black,258.5,139.8,188.6,6.3,0.85,32.2,1196.8,41.0,Vegetables
West Godavari,Rabi,Alluvial,260.5,139.6,189.1,6.4,0.44,21.5,86.5,61.1,Vegetables
Parvathipuram Manyam,Zaid,Laterite,79.5,51.8,61.0,8.4,1.1,27.6,596.6,46.3,Red Gram
Alluri Sitharama Raju,Zaid,Black,59.6,39.1,49.0,7.4,0.44,23.1,988.0,70.3,Finger Millet
Bapatla,Zaid,Alluvial,219.4,120.3,158.2,6.7,0.67,23.8,550.9,80.8,Papaya
Annamayya,Rabi,Red,209.1,114.8,153.4,7.5,0.78,27.2,607.6,45.1,Mango
Kakinada,Rabi,Red,49.7,34.7,41.6,5.9,0.86,32.4,468.0,50.6,Pearl Millet
Guntur,Zaid,Black,180.0,99.5,132.0,7.7,0.94,33.3,1066.7,80.3,Chillies
Tirupati,Zaid,Alluvial,210.4,116.3,153.2,8.4,0.58,34.2,775.9,60.3,Mango
Krishna,Kharif,Coastal Sands,149.4,84.6,111.8,7.4,0.32,32.7,373.5,79.1,Cotton
Anantapur,Rabi,Black,80.4,49.6,63.4,8.5,0.67,24.0,123.3,44.0,Red Gram
Annamayya,Rabi,Black,140.7,80.7,104.4,6.8,0.31,20.2,85.0,84.3,Castor
Tirupati,Zaid,Coastal Sands,210.5,113.3,151.5,8.3,1.19,29.5,759.9,82.3,Mango
Guntur,Rabi,Coastal Sands,150.3,85.3,110.8,7.2,0.84,29.8,482.8,65.8,Cotton
Bapatla,Zaid,Coastal Sands,249.5,135.5,180.7,8.4,0.33,30.4,325.2,43.2,Coconut
Anakapalli,Zaid,Red,31.8,25.5,26.8,6.0,0.72,21.2,491.1,69.5,Maize
Alluri Sitharama Raju,Kharif,Alluvial,119.2,69.6,91.0,7.8,0.32,21.6,351.6,65.4,Sesame
Krishna,Rabi,Red,159.0,90.4,116.9,7.7,0.78,34.5,174.9,46.1,Sugarcane
Prakasam,Rabi,Red,30.7,24.6,25.3,6.5,0.47,26.9,95.3,44.2,Maize
Tirupati,Zaid,Black,68.3,46.0,56.2,7.0,0.86,21.7,1009.9,64.6,Bengal Gram
Tirupati,Zaid,Red,22.2,21.4,20.5,6.5,0.9,31.1,361.4,50.0,Paddy
Vizianagaram,Zaid,Red,20.2,22.3,20.3,8.4,0.9,24.9,611.0,69.8,Paddy
Tirupati,Zaid,Laterite,231.7,126.0,167.0,7.7,0.84,20.4,745.0,60.6,Oil Palm
Srikakulam,Kharif,Coastal Sands,60.6,39.5,49.2,5.7,1.2,22.0,675.5,49.1,Finger Millet
NTR,Zaid,Red,99.6,61.6,76.9,7.6,0.49,20.2,654.0,83.1,Black Gram
Konaseema,Kharif,Coastal Sands,40.4,30.4,33.4,6.7,0.64,29.0,688.6,67.9,Sorghum
Srikakulam,Rabi,Red,231.2,124.6,167.7,7.3,0.65,28.5,933.5,84.6,Oil Palm
Konaseema,Zaid,Laterite,88.6,55.2,69.7,6.3,0.78,31.9,951.4,53.1,Green Gram
Nellore,Kharif,Red,71.4,45.3,56.8,6.9,0.74,24.4,1199.6,47.0,Bengal Gram
Visakhapatnam,Rabi,Black,119.9,70.5,90.6,5.6,1.04,27.4,123.7,46.2,Sesame
Visakhapatnam,Kharif,Laterite,88.4,55.1,68.7,6.5,0.44,29.1,758.7,69.8,Green Gram
Tirupati,Rabi,Red,150.9,83.6,111.9,7.0,1.04,31.7,578.9,60.1,Cotton
East Godavari,Zaid,Black,260.5,142.6,188.2,5.6,1.06,20.8,669.3,87.1,Vegetables
NTR,Kharif,Black,100.5,59.5,75.7,8.4,0.85,30.8,1167.7,49.6,Black Gram
Anantapur,Zaid,Black,209.5,115.9,153.8,7.6,0.52,34.7,122.7,44.3,Mango
Krishna,Rabi,Coastal Sands,179.6,100.0,132.1,7.2,0.53,29.6,474.3,46.3,Chillies
Anantapur,Rabi,Coastal Sands,249.7,136.5,181.8,7.8,1.19,20.9,427.2,81.1,Coconut
West Godavari,Kharif,Alluvial,38.7,29.5,34.3,8.3,1.07,32.9,568.6,75.5,Sorghum
Bapatla,Zaid,Red,230.1,123.4,167.5,5.9,0.41,27.3,413.1,46.0,Oil Palm
Nandyal,Kharif,Coastal Sands,19.7,20.7,21.1,8.5,0.86,34.0,449.5,89.4,Paddy
Chittoor,Rabi,Black,70.1,45.2,56.2,8.5,0.66,20.5,993.9,47.8,Bengal Gram
Annamayya,Kharif,Black,169.1,94.1,124.7,6.6,0.58,30.5,744.2,73.1,Tobacco
Annamayya,Rabi,Laterite,39.5,28.8,34.8,8.0,1.0,33.3,678.1,75.8,Sorghum
Eluru,Kharif,Coastal Sands,19.6,21.6,21.2,5.7,0.71,28.5,149.7,88.1,Paddy
Anantapur,Kharif,Black,238.1,128.7,175.1,6.3,0.87,20.4,378.8,84.9,Cashew
Guntur,Zaid,Red,208.2,116.0,152.1,5.9,0.86,29.0,638.3,71.3,Mango
Srikakulam,Rabi,Black,168.6,95.0,125.6,6.0,0.77,34.2,131.9,88.4,Tobacco
Nellore,Zaid,Black,22.0,19.1,18.6,7.2,1.06,32.8,104.5,87.1,Paddy
Nandyal,Kharif,Red,110.3,64.8,81.9,7.4,0.98,33.8,347.3,88.9,Groundnut
Nandyal,Zaid,Red,220.3,121.0,159.6,6.8,0.4,25.7,834.7,41.0,Papaya
West Godavari,Zaid,Red,149.9,86.0,112.3,7.1,0.66,20.2,754.4,84.1,Cotton
Kurnool,Kharif,Laterite,49.0,34.1,42.4,8.4,0.47,33.7,837.3,54.9,Pearl Millet
Annamayya,Zaid,Alluvial,141.1,80.3,104.4,7.8,0.36,23.5,743.1,69.6,Castor
Kadapa,Zaid,Red,219.4,118.4,161.0,7.8,1.05,26.9,109.1,55.3,Papaya
Kurnool,Rabi,Alluvial,199.6,110.6,146.6,7.7,0.55,29.8,1186.8,51.4,Banana
West Godavari,Rabi,Laterite,242.2,130.8,174.7,8.4,0.39,23.3,427.3,73.6,Cashew
Anantapur,Rabi,Alluvial,218.8,118.3,159.0,7.9,0.67,25.4,1096.1,50.8,Papaya
Kurnool,Kharif,Laterite,30.3,26.3,27.2,7.7,0.44,31.4,1132.4,54.3,Maize
Sri Satya Sai,Rabi,Laterite,178.7,100.6,132.1,6.8,0.48,31.9,354.8,58.6,Chillies
Eluru,Kharif,Alluvial,30.6,26.3,28.4,5.6,0.54,25.6,517.4,87.9,Maize
Prakasam,Zaid,Laterite,198.8,109.0,145.8,8.2,1.2,34.6,154.9,83.5,Banana
Bapatla,Kharif,Alluvial,160.3,92.2,118.0,8.0,0.33,34.8,234.1,63.0,Sugarcane
West Godavari,Zaid,Coastal Sands,150.9,85.2,110.1,7.8,0.92,29.9,706.5,85.0,Cotton
Tirupati,Zaid,Laterite,79.3,50.2,61.3,5.5,0.71,26.7,392.5,45.2,Red Gram
Kadapa,Kharif,Alluvial,231.0,125.9,166.6,6.9,1.11,33.8,653.6,50.7,Oil Palm
NTR,Zaid,Laterite,237.7,130.4,175.5,7.7,1.04,26.0,806.0,67.0,Cashew
Bapatla,Zaid,Alluvial,80.3,49.8,61.5,7.5,0.41,23.1,585.4,47.7,Red Gram
Chittoor,Kharif,Red,31.7,24.4,27.0,7.1,1.03,33.0,506.5,48.3,Maize
Kakinada,Zaid,Red,240.6,128.8,174.6,8.4,1.11,32.3,355.4,88.1,Cashew
NTR,Zaid,Alluvial,209.3,115.0,154.8,6.4,0.45,29.5,949.2,77.6,Mango
Srikakulam,Rabi,Alluvial,101.0,61.0,76.5,8.0,1.05,20.4,718.3,86.9,Black Gram
Prakasam,Kharif,Laterite,58.7,39.6,49.9,7.9,0.88,33.0,395.5,73.6,Finger Millet
Prakasam,Zaid,Black,39.4,30.0,33.8,7.7,0.86,25.8,820.8,44.4,Sorghum
East Godavari,Zaid,Coastal Sands,261.4,139.7,188.2,5.8,0.4,23.0,945.7,85.8,Vegetables
West Godavari,Zaid,Coastal Sands,219.6,119.7,158.6,5.8,0.64,31.6,1197.4,64.8,Papaya
Kurnool,Zaid,Laterite,139.6,80.0,102.7,7.2,1.07,30.4,621.9,51.5,Castor
Nandyal,Rabi,Laterite,229.4,124.7,166.3,7.8,1.08,21.0,84.4,68.5,Oil Palm
Sri Satya Sai,Rabi,Coastal Sands,78.8,50.6,61.0,6.0,0.82,33.3,945.2,74.8,Red Gram
Konaseema,Zaid,Laterite,79.3,49.0,63.0,6.2,0.5,21.6,635.6,42.8,Red Gram
Konaseema,Kharif,Black,240.9,130.7,175.3,6.0,1.16,33.1,425.9,45.5,Cashew
Vizianagaram,Zaid,Coastal Sands,148.1,83.5,111.4,6.6,0.33,34.6,402.3,72.7,Cotton
Eluru,Kharif,Black,230.7,124.6,167.4,6.3,0.51,29.7,1027.6,80.1,Oil Palm
Srikakulam,Rabi,Laterite,250.4,135.6,180.8,6.4,1.02,20.4,1126.8,44.5,Coconut
Prakasam,Zaid,Coastal Sands,20.0,19.9,20.6,6.0,1.18,23.5,765.8,42.8,Paddy
Tirupati,Kharif,Alluvial,150.2,84.7,110.3,8.0,0.56,25.6,986.4,59.2,Cotton
Nellore,Zaid,Laterite,110.2,66.8,84.0,8.2,0.81,26.3,799.7,64.2,Groundnut
Kurnool,Kharif,Alluvial,210.3,115.9,153.1,7.4,0.34,24.3,727.1,67.3,Mango
Annamayya,Kharif,Laterite,48.9,35.0,40.8,8.3,0.3,23.8,232.0,41.1,Pearl Millet
East Godavari,Rabi,Alluvial,49.6,34.8,41.9,7.9,0.99,34.8,579.5,82.1,Pearl Millet
Kurnool,Rabi,Laterite,229.9,125.2,169.0,6.7,0.53,29.8,447.1,47.2,Oil Palm
East Godavari,Zaid,Laterite,151.0,86.1,111.9,7.5,0.79,29.7,984.3,87.9,Cotton
Konaseema,Zaid,Alluvial,48.6,35.9,40.1,5.6,0.42,34.8,76.4,50.2,Pearl Millet
Nellore,Rabi,Black,101.2,59.6,75.8,8.0,0.9,21.3,309.3,88.0,Black Gram
Bapatla,Kharif,Coastal Sands,50.3,38.3,40.0,8.0,0.88,33.1,245.6,74.2,Pearl Millet
Alluri Sitharama Raju,Kharif,Alluvial,59.0,39.7,46.4,8.5,0.95,24.3,654.6,62.9,Finger Millet
Guntur,Zaid,Alluvial,198.5,109.5,144.2,5.9,0.46,23.9,458.0,46.0,Banana
Anakapalli,Zaid,Red,99.1,61.1,75.3,6.9,0.48,30.7,656.1,64.7,Black Gram
Visakhapatnam,Kharif,Red,110.0,64.0,83.3,7.8,1.18,29.8,346.4,89.0,Groundnut
Nellore,Zaid,Alluvial,190.6,105.4,139.8,7.0,1.16,34.6,98.6,84.8,Turmeric
Kadapa,Rabi,Alluvial,60.8,40.2,47.9,8.4,0.48,30.6,929.5,50.0,Finger Millet
Chittoor,Rabi,Coastal Sands,58.9,41.5,48.1,8.4,0.64,20.7,114.5,53.7,Finger Millet
Sri Satya Sai,Kharif,Laterite,109.3,64.3,83.9,6.5,0.59,29.0,69.3,74.2,Groundnut
Chittoor,Rabi,Red,110.1,66.2,83.0,6.9,0.76,29.8,589.0,45.4,Groundnut
Konaseema,Kharif,Black,98.6,61.9,75.3,6.1,0.61,33.1,167.9,60.2,Black Gram
Chittoor,Kharif,Alluvial,210.9,114.5,151.7,5.7,1.12,28.5,457.9,65.3,Mango
East Godavari,Zaid,Alluvial,120.7,69.6,89.9,6.6,0.71,21.9,705.8,41.4,Sesame
NTR,Kharif,Alluvial,191.6,105.7,138.9,7.9,0.79,25.2,270.0,55.1,Turmeric
Visakhapatnam,Rabi,Coastal Sands,69.9,43.9,54.1,6.4,0.35,24.3,1157.3,62.9,Bengal Gram
Alluri Sitharama Raju,Kharif,Alluvial,109.5,65.7,83.1,7.6,1.1,20.6,543.7,40.1,Groundnut
Krishna,Kharif,Alluvial,178.7,100.3,131.3,8.5,0.36,29.8,402.4,75.1,Chillies
Bapatla,Kharif,Black,169.6,94.5,125.5,7.5,0.88,20.4,256.2,44.9,Tobacco
Vizianagaram,Rabi,Laterite,59.9,39.4,49.7,5.9,0.38,20.8,361.2,81.3,Finger Millet
Anantapur,Kharif,Red,230.1,126.1,167.3,6.5,0.47,31.3,171.7,84.6,Oil Palm
Alluri Sitharama Raju,Rabi,Laterite,29.0,24.3,26.6,6.5,0.64,30.1,799.2,46.8,Maize
Tirupati,Zaid,Red,248.7,137.3,181.4,6.5,0.44,24.0,531.2,46.4,Coconut
Parvathipuram Manyam,Rabi,Laterite,70.4,44.9,56.0,8.2,1.01,23.2,970.6,84.1,Bengal Gram
Annamayya,Kharif,Coastal Sands,70.5,43.4,53.8,8.0,0.64,26.1,612.8,51.8,Bengal Gram
Srikakulam,Zaid,Black,81.1,49.2,61.3,7.6,0.48,27.6,162.7,56.1,Red Gram
Anakapalli,Zaid,Laterite,101.7,58.9,76.3,6.6,0.97,33.2,225.1,43.8,Black Gram
Chittoor,Kharif,Coastal Sands,90.3,55.2,69.5,6.3,1.17,31.9,510.0,56.2,Green Gram
Kakinada,Zaid,Laterite,61.0,39.3,46.0,7.6,0.4,34.5,866.0,64.4,Finger Millet
Annamayya,Rabi,Alluvial,51.3,33.4,41.0,8.0,0.54,24.9,1089.0,49.2,Pearl Millet
Srikakulam,Rabi,Black,139.7,81.2,103.7,7.9,0.94,32.2,1085.0,47.7,Castor
Sri Satya Sai,Rabi,Alluvial,79.0,49.8,62.2,6.3,0.46,30.9,603.6,57.1,Red Gram
East Godavari,Rabi,Alluvial,249.0,133.5,180.0,8.4,0.48,31.7,700.4,49.6,Coconut
Nellore,Zaid,Black,249.8,134.7,180.0,5.7,0.59,23.6,604.6,57.2,Coconut
Konaseema,Zaid,Red,31.8,25.8,28.0,6.9,0.49,31.5,972.0,83.9,Maize
Kakinada,Kharif,Laterite,18.5,20.7,21.4,7.0,0.95,27.4,987.1,58.9,Paddy
Chittoor,Zaid,Coastal Sands,18.7,17.9,19.0,5.8,0.89,25.9,460.7,88.6,Paddy
Nandyal,Zaid,Laterite,99.7,62.8,75.6,5.9,0.66,30.6,1103.2,82.0,Black Gram
Kadapa,Kharif,Red,30.8,24.3,27.6,6.4,0.4,23.3,1145.3,69.7,Maize
NTR,Zaid,Laterite,200.5,109.6,146.0,8.0,0.97,28.1,1029.6,82.1,Banana
West Godavari,Kharif,Alluvial,230.1,124.8,165.9,6.4,0.39,26.2,697.7,43.2,Oil Palm
Krishna,Kharif,Coastal Sands,38.8,31.1,33.3,7.7,1.01,24.0,543.5,86.4,Sorghum
Eluru,Rabi,Alluvial,240.7,129.7,173.0,5.6,0.91,21.9,1147.0,76.1,Cashew
NTR,Zaid,Alluvial,50.5,33.4,41.3,6.4,0.43,20.4,509.8,52.4,Pearl Millet
Konaseema,Rabi,Coastal Sands,101.1,60.4,76.4,8.4,0.82,26.3,1164.6,57.2,Black Gram
Vizianagaram,Zaid,Black,40.0,31.5,33.7,8.2,0.44,29.9,144.7,81.9,Sorghum
Visakhapatnam,Kharif,Red,40.3,31.6,35.8,7.8,0.32,20.6,1175.3,88.0,Sorghum
Anakapalli,Zaid,Coastal Sands,99.1,59.7,75.8,6.9,1.02,34.2,1008.5,47.1,Black Gram
Konaseema,Kharif,Red,211.1,115.8,152.6,7.5,0.93,25.0,1001.8,70.7,Mango
Palnadu,Zaid,Laterite,150.0,84.4,110.8,7.4,0.97,31.8,1029.4,84.1,Cotton
Guntur,Rabi,Black,180.5,102.0,131.5,6.0,0.4,31.9,1069.6,42.8,Chillies
Prakasam,Zaid,Alluvial,229.3,124.6,168.8,8.2,0.96,29.5,438.7,60.9,Oil Palm
Kadapa,Zaid,Black,170.4,96.0,126.2,6.1,0.64,23.8,505.3,51.1,Tobacco
Anakapalli,Rabi,Red,241.0,130.0,175.5,7.0,1.14,32.2,338.3,78.7,Cashew
Bapatla,Rabi,Coastal Sands,139.7,80.0,102.7,6.2,1.06,22.1,1170.7,42.5,Castor
Nellore,Rabi,Red,29.1,25.5,26.8,6.6,0.8,34.4,868.5,66.5,Maize
Nandyal,Rabi,Coastal Sands,89.0,54.0,71.1,6.0,0.44,27.5,1000.5,80.0,Green Gram
Annamayya,Rabi,Black,70.2,47.6,54.0,8.1,0.62,21.7,513.4,88.8,Bengal Gram
Eluru,Zaid,Red,240.2,131.3,172.9,5.8,0.99,29.3,588.7,87.5,Cashew
Srikakulam,Rabi,Laterite,109.1,62.9,83.4,6.4,0.89,26.9,266.8,59.1,Groundnut
NTR,Rabi,Red,91.0,56.0,69.8,8.1,1.08,26.0,1079.1,73.3,Green Gram
Annamayya,Kharif,Coastal Sands,200.3,109.5,145.9,7.1,0.72,23.3,545.3,56.3,Banana
Kurnool,Kharif,Black,239.4,131.3,173.1,7.4,0.86,30.3,194.8,65.5,Cashew
Srikakulam,Rabi,Alluvial,59.6,41.7,48.7,5.6,1.14,26.6,975.9,87.2,Finger Millet
West Godavari,Kharif,Laterite,88.0,53.4,67.8,8.4,0.87,32.4,997.5,75.7,Green Gram
West Godavari,Rabi,Laterite,130.6,77.0,96.5,8.2,1.1,21.6,595.0,53.4,Sunflower
Srikakulam,Zaid,Coastal Sands,131.2,73.7,97.8,6.0,0.7,30.2,231.7,45.0,Sunflower
Tirupati,Rabi,Red,189.3,105.6,139.3,5.5,0.47,32.5,613.3,76.9,Turmeric
Tirupati,Rabi,Coastal Sands,220.0,119.9,158.9,7.6,0.38,26.1,1187.4,87.0,Papaya
Nandyal,Kharif,Laterite,20.6,20.1,19.3,6.8,1.18,26.0,405.4,44.4,Paddy
Vizianagaram,Zaid,Alluvial,169.8,92.6,125.1,6.4,0.78,28.6,1130.5,79.8,Tobacco
Guntur,Rabi,Coastal Sands,41.7,29.7,34.2,8.3,0.55,28.4,501.8,45.4,Sorghum
Chittoor,Zaid,Alluvial,50.3,34.0,40.6,7.2,0.37,33.8,69.7,84.7,Pearl Millet
Krishna,Kharif,Alluvial,149.6,85.4,109.6,6.4,1.13,24.0,491.7,88.9,Cotton
Palnadu,Zaid,Coastal Sands,169.5,94.1,127.7,7.9,1.15,27.0,1047.3,65.7,Tobacco
Nellore,Zaid,Red,220.3,119.4,159.8,7.3,0.7,25.9,468.9,85.3,Papaya
Vizianagaram,Zaid,Red,199.2,111.4,144.8,7.8,0.42,30.5,766.4,65.2,Banana
Kakinada,Rabi,Red,228.9,124.5,167.8,8.2,1.17,21.6,419.7,48.1,Oil Palm
West Godavari,Rabi,Red,168.9,95.5,124.5,7.0,1.08,22.0,268.3,67.3,Tobacco
NTR,Rabi,Laterite,198.0,110.6,146.1,8.2,0.41,20.7,731.2,50.5,Banana
Kakinada,Rabi,Black,129.9,74.2,97.0,6.8,0.99,26.0,358.5,77.6,Sunflower
Sri Satya Sai,Kharif,Laterite,179.5,98.3,132.0,6.0,0.38,33.0,965.9,82.7,Coconut
Nellore,Kharif,Red,241.0,129.9,173.3,7.2,0.42,34.6,865.6,61.3,Cashew
Guntur,Rabi,Coastal Sands,68.9,45.3,53.2,6.4,0.7,30.7,326.4,56.9,Bengal Gram
Kurnool,Rabi,Red,238.8,129.9,173.9,8.3,0.37,30.4,234.6,82.0,Cashew
Alluri Sitharama Raju,Rabi,Alluvial,19.5,19.7,19.4,6.5,0.77,25.8,413.2,86.8,Paddy
Bapatla,Zaid,Red,80.7,50.2,60.3,6.6,1.18,30.9,767.5,69.6,Red Gram
Guntur,Kharif,Coastal Sands,130.0,77.2,97.8,7.3,0.38,27.2,266.3,64.3,Sunflower
Anakapalli,Zaid,Laterite,69.0,45.4,53.7,6.0,0.45,26.4,1017.8,48.9,Bengal Gram
Srikakulam,Zaid,Laterite,28.2,26.3,26.8,7.0,1.17,34.3,599.5,46.4,Maize
West Godavari,Zaid,Coastal Sands,251.3,133.7,181.7,7.0,0.92,32.4,817.5,81.0,Coconut
Konaseema,Kharif,Red,249.8,134.2,181.2,5.9,1.0,22.1,1013.9,74.1,Coconut
Parvathipuram Manyam,Rabi,Black,199.7,110.1,146.8,6.2,0.67,31.3,191.5,79.8,Banana
Nandyal,Kharif,Red,189.2,105.3,138.7,8.0,0.37,32.8,1133.4,40.5,Turmeric
Bapatla,Kharif,Alluvial,149.8,84.8,112.4,8.5,1.0,24.8,476.4,52.5,Cotton
Alluri Sitharama Raju,Zaid,Black,109.8,63.3,84.2,6.8,0.39,20.7,239.5,87.0,Groundnut
Chittoor,Rabi,Red,141.0,81.3,108.1,6.1,0.31,23.8,913.6,68.4,Castor
NTR,Kharif,Coastal Sands,138.3,79.6,105.5,6.0,0.6,23.9,708.4,54.5,Castor
Srikakulam,Kharif,Alluvial,230.0,125.3,168.6,7.9,1.17,22.5,968.6,82.6,Oil Palm
Eluru,Kharif,Black,240.9,129.0,173.5,6.7,0.34,32.9,774.1,73.7,Cashew
Nandyal,Rabi,Red,139.4,80.7,104.8,8.3,0.7,27.6,202.9,62.4,Castor
Kurnool,Rabi,Alluvial,218.9,119.3,160.9,7.5,0.77,27.7,605.7,40.8,Papaya
Parvathipuram Manyam,Kharif,Laterite,131.0,74.5,98.9,5.5,0.42,23.3,1044.4,54.7,Sunflower
Kadapa,Kharif,Black,48.9,34.7,41.8,7.6,0.71,24.4,364.9,69.9,Pearl Millet
Eluru,Rabi,Laterite,49.1,36.3,39.2,7.1,0.87,28.5,515.9,43.7,Pearl Millet
Bapatla,Kharif,Alluvial,17.8,19.0,19.9,5.7,0.74,33.4,816.0,67.3,Paddy
Krishna,Zaid,Alluvial,169.8,95.7,125.5,5.9,0.78,31.5,311.4,80.6,Tobacco
Kadapa,Rabi,Red,60.0,40.4,49.4,6.2,0.85,31.3,145.4,80.3,Finger Millet
Bapatla,Kharif,Laterite,59.3,37.8,47.6,8.0,0.66,21.7,743.7,66.0,Finger Millet
Anantapur,Rabi,Laterite,249.9,135.7,181.5,7.3,0.57,33.1,1166.3,86.5,Coconut
Chittoor,Rabi,Red,221.0,119.9,162.1,7.4,1.07,22.7,1183.4,67.3,Papaya
Parvathipuram Manyam,Kharif,Red,89.0,54.6,69.1,7.9,1.02,27.4,1030.1,75.4,Green Gram
Alluri Sitharama Raju,Rabi,Alluvial,189.9,104.4,137.3,6.7,0.76,29.2,614.8,57.3,Turmeric
Kadapa,Rabi,Red,230.7,126.1,166.8,7.8,0.79,31.7,159.4,54.4,Oil Palm
Alluri Sitharama Raju,Zaid,Alluvial,230.0,125.3,166.1,8.0,0.69,20.0,249.0,75.4,Oil Palm
Eluru,Rabi,Alluvial,199.6,110.5,145.9,6.3,1.13,29.4,451.2,63.2,Banana
Chittoor,Rabi,Alluvial,239.6,130.7,173.9,6.7,1.1,26.0,64.3,86.8,Cashew
Srikakulam,Kharif,Black,40.2,30.6,32.3,7.7,1.18,22.4,71.5,70.3,Sorghum
Vizianagaram,Rabi,Red,108.8,65.1,81.9,8.0,1.17,23.5,1055.9,69.1,Groundnut
Anakapalli,Rabi,Coastal Sands,120.2,69.6,90.7,8.3,0.86,25.8,1142.8,59.2,Cotton
Palnadu,Rabi,Black,30.3,27.4,28.0,7.4,0.61,34.5,991.0,58.8,Maize
Prakasam,Zaid,Red,189.5,105.8,139.2,5.7,0.66,32.6,1199.9,59.3,Turmeric
Srikakulam,Kharif,Black,39.4,31.0,33.7,5.5,0.37,28.4,501.2,44.1,Sorghum
